device_id,num_io,read_count,write_count,ts_max,ts_min,duration,avg_offset,avg_size,write_percentage,read_percentage
359,11730364,570,11729794,1580486394922366,1577808000921143,2678394001223,34064431521,6553.562498,0.9999514082,0.0000485918425
227,11728493,98800,11629693,1.58049E+15,1577808000278246,2678398181824,21810030546,26018.75815,0.9915760703,0.008423929656
511,11682641,6855,11675786,1580486389261066,1577808001351041,2678387910025,13634722647,5868.671658,0.999413232,0.000586768009
45,11518207,959536,10558671,1580486399705262,1.57781E+15,2678399694412,148772552595,24436.51509,0.9166939785,0.0833060215
674,11501428,4783,11496645,1580486396346216,1577808001828979,2678394517237,20679694362,5829.977303,0.9995841386,0.0004158614043
29,11308936,141654,11167282,1580486396776668,1577808000004957,2678396771711,260489842161,306861.1395,0.9874741532,0.01252584682
742,11120788,129,11120659,1580486394820557,1.57781E+15,2678391328457,158625803207,349879.8522,0.9999884001,0.00001159989742
287,11085121,12275,11072846,1580486397381788,1577808000473974,2678396907814,11563119460,11711.71184,0.9988926598,0.001107340191
279,10824419,138718,10685701,1580486397083652,1577808000445466,2678396638186,25886418052,8860.795586,0.9871847163,0.01281528367
329,10658159,512074,10146085,1580486395683268,1577808000703236,2678394980032,18284552208,10861.53183,0.9519547419,0.0480452581
404,10657700,59688,10598012,1580486399062609,1577808001105866,2678397956743,22775133022,8474.195749,0.9943995421,0.005600457885
15,10623010,33668,10589342,1580486395165241,1577808000002626,2678395162615,146406814498,14492.23278,0.9968306535,0.003169346541
269,10577935,304906,10273029,1580486399958443,1577808000421651,2678399536792,39474796383,6690.911858,0.9711752814,0.02882471862
408,10562905,460367,10102538,1580486394883141,1577808001107822,2678393775319,18127402154,10627.74788,0.9564166297,0.04358337029
310,10475224,100468,10374756,1.58049E+15,1577808000582082,2678396623798,14735510875,8282.685651,0.9904089879,0.009591012087
326,10301595,172796,10128799,1580486397547983,1577808000687475,2678396860508,12070470062,162104.0651,0.9832262868,0.0167737132
11,10301231,34145,10267086,1.58049E+15,1577808000001819,2678397569841,128028758841,15016.87047,0.9966853476,0.003314652394
25,10295134,33916,10261218,1580486399180916,1577808000004492,2678399176424,131873246540,15028.72504,0.9967056281,0.003294371885
373,9979452,4659761,5319691,1580486397911522,1577808001007538,2678396903984,7641455570,13088.91817,0.5330644408,0.4669355592
578,9876164,3980,9872184,1580486396194471,1577808001554922,2678394639549,21510112504,5935.761922,0.9995970095,0.0004029904728
470,9815530,193029,9622501,1580486399396788,1577808001249576,2678398147212,66838796993,51684.0184,0.9803343273,0.01966567266
360,9754402,13,9754389,1580486399434967,1577808000925136,2678398509831,18897241525,22654.63064,0.9999986673,0.000001332731622
272,9249571,3054033,6195538,1580486398004461,1577808000431749,2678397572712,15115037803,25873.29702,0.669818957,0.330181043
125,8980886,1713199,7267687,1.58049E+15,1577808000089657,2678396170443,45715680776,9436.12665,0.8092394225,0.1907605775
646,8971396,10,8971386,1580486395692981,1577808001756792,2678393936189,8116203096,8924.917877,0.9999988853,0.000001114653728
421,8687482,708,8686774,1580486396520758,1577808001136714,2678395384044,10000063272,6727.579015,0.9999185034,0.00008149657173
41,8616432,192862,8423570,1580486397755937,1577808000009343,2678397746594,19697049564,18963.21496,0.9776169533,0.02238304672
750,8553610,9328,8544282,1.58049E+15,1577808004187085,2678393375555,25459590503,6644.164802,0.9989094663,0.001090533704
215,8492141,5668548,2823593,1580486395966217,1577808000239814,2678395726403,7674344140,19085.89327,0.3324948326,0.6675051674
278,8402066,13912,8388154,1.58049E+15,1577808000442264,2678398689736,31049915878,13694.86014,0.9983442168,0.001655783232
784,8342519,2021384,6321135,1580486399394156,1577808006779872,2678392614284,231296567753,108895.8548,0.7577010013,0.2422989987
484,8277493,1183,8276310,1580486389117529,1577808001292012,2678387825517,9967041184,7391.934113,0.9998570823,0.0001429176684
80,8243648,1,8243647,1580486398902609,1577808000033794,2678398868815,18766630596,10202.61321,0.9999998787,0.0000001213055191
396,8236869,1625,8235244,1580486398576351,1577808001091036,2678397485315,13125747763,8299.145645,0.9998027163,0.0001972837009
196,8107030,2735499,5371531,1580486399264396,1577808000201868,2678399062528,7199599602,16642.78179,0.662576924,0.337423076
81,8002319,1786774,6215545,1580486398600181,1577808000037436,2678398562745,11940171994,14676.79638,0.7767179739,0.2232820261
290,7998329,169063,7829266,1580486394235076,1577808000486897,2678393748179,17994337919,7339.99535,0.9788627099,0.02113729005
240,7993543,156368,7837175,1580486392325667,1.57781E+15,2678392002857,18202672789,7293.915261,0.9804382112,0.01956178881
202,7989765,3,7989762,1580486397088329,1.57781E+15,2678396878289,51628753991,282712.9186,0.9999996245,0.0000003754803802
580,7935652,568055,7367597,1580486395777553,1577808001557992,2678394219561,18621093532,12032.47015,0.92841735,0.07158265005
261,7832702,2224425,5608277,1.58049E+15,1577808000384179,2678398919791,55670454173,233495.5563,0.7160079625,0.2839920375
139,7818464,1554379,6264085,1580486396813576,1577808000109007,2678396704569,11767314944,13839.30965,0.801191257,0.198808743
398,7789161,342,7788819,1580486397271042,1577808001094527,2678396176515,12913919156,7021.907576,0.9999560928,0.00004390716792
424,7729734,41535,7688199,1580486397677047,1577808001146645,2678396530402,51348067377,9460.304603,0.9946265939,0.005373406122
250,7720696,1516340,6204356,1580486395448789,1577808000356695,2678395092094,10852255795,14492.73653,0.803600608,0.196399392
266,7691837,9534,7682303,1579309921059905,1577808000395982,1501920663923,40964751583,6612.837126,0.9987605042,0.001239495845
482,7589200,495011,7094189,1580486396854193,1577808001286355,2678395567838,10543793628,16810.62151,0.9347742845,0.06522571549
220,7580590,5221987,2358603,1580486398342815,1577808000248248,2678398094567,109296146665,167709.5026,0.3111371278,0.6888628722
512,7526626,124114,7402512,1580486399348445,1577808001352495,2678397995950,11407416952,11670.36412,0.9835100083,0.01648999166
590,7495525,276,7495249,1.58049E+15,1577808001576793,2678398058737,6609566778,5456.605185,0.999963178,0.00003682197044
57,7403597,1633476,5770121,1.58049E+15,1577808000015321,2678397063109,11941941287,14584.88026,0.7793672454,0.2206327546
618,7273648,2237993,5035655,1580486392702134,1577808001661334,2678391040800,7057227402,12122.53026,0.6923149154,0.3076850846
603,7247665,95,7247570,1580486397187075,1577808001615829,2678395571246,48573495808,6295.362051,0.9999868923,0.00001310766985
319,7236702,4859999,2376703,1.58049E+15,1577808000625277,2678394179103,7402846962,19620.84829,0.3284235001,0.6715764999
179,7068254,1744109,5324145,1.58049E+15,1577808000166961,2678395547449,15998936499,15669.08079,0.7532475488,0.2467524512
194,7049630,642242,6407388,1580486399240099,1577808000197903,2678399042196,19599955430,10642.8979,0.9088970627,0.09110293732
701,6928380,10839,6917541,1580486397808427,1577808001923313,2678395885114,37662862364,19232.37232,0.998435565,0.001564434976
558,6917907,158876,6759031,1580486398535582,1577808001500763,2678397034819,7305193928,8583.876657,0.9770340943,0.02296590573
334,6838033,1359404,5478629,1580486395734381,1.57781E+15,2678394994761,18974147433,8651.742933,0.8011995555,0.1988004445
792,6803654,5755923,1047731,1580486387609797,1577808011193608,2678376416189,111181720881,101153.2115,0.1539953384,0.8460046616
547,6774292,10,6774282,1580486396314175,1577808001450642,2678394863533,13343117455,9935.005057,0.9999985238,0.000001476169023
666,6684315,119,6684196,1.58049E+15,1577808001805656,2678397392444,34818461343,6347.924187,0.9999821971,0.00001780287135
271,6648447,3781713,2866734,1580486388771505,1577808000430287,2678388341218,13017109134,20513.27838,0.4311885167,0.5688114833
363,6500609,3596275,2904334,1580486395731912,1577808000938277,2678394793635,55664416501,109821.8356,0.4467787557,0.5532212443
405,6247683,864401,5383282,1580486396656232,1577808001106581,2678395549651,17786910461,24970.5583,0.8616445489,0.1383554511
85,6245995,1043579,5202416,1580486397713895,1.57781E+15,2678397669235,17522045365,9568.294153,0.8329202953,0.1670797047
294,6244842,82011,6162831,1580486398703422,1577808000505216,2678398198206,20534151598,9033.066175,0.9868674019,0.01313259807
63,6239693,647414,5592279,1580486396609013,1577808000021565,2678396587448,16762444655,23936.1556,0.8962426517,0.1037573483
570,5871168,372714,5498454,1580486398354185,1577808001545799,2678396808386,32357803311,33178.63335,0.9365179126,0.06348208738
650,5805593,1742,5803851,1.58049E+15,1577808001765378,2678394559482,11675423962,9673.057561,0.9996999445,0.000300055481
171,5735886,1167927,4567959,1580486397002303,1577808000157603,2678396844700,16209770413,13267.09199,0.7963824595,0.2036175405
238,5697241,11849,5685392,1580486398804694,1577808000310349,2678398494345,16399671811,10345.70533,0.9979202214,0.002079778616
654,5651183,207,5650976,1580486399615014,1577808001768496,2678397846518,40121138129,30306.03436,0.9999633705,0.00003662949864
412,5594242,0,5594242,1580486397621846,1577808001122536,2678396499310,19262372897,10171.62963,1,0
433,5584592,101,5584491,1580486394495949,1577808001166757,2678393329192,15653333492,11771.69834,0.9999819145,0.00001808547518
461,5513876,37598,5476278,1580486399385541,1577808001219576,2678398165965,17631258972,9167.625405,0.9931812032,0.006818796796
670,5362768,219920,5142848,1580486398320676,1577808001817747,2678396502929,8516643533,7328.908045,0.9589913269,0.04100867313
331,5356409,8649,5347760,1580486399472086,1577808000715515,2678398756571,27060187212,60508.00012,0.9983852988,0.001614701193
153,5304339,24985,5279354,1580486397246898,1577808000125122,2678397121776,12099849422,7860.097714,0.9952897053,0.004710294723
687,5274939,1492063,3782876,1580486350089325,1577808001861129,2678348228196,19118545246,16571.73855,0.717141184,0.282858816
286,5191194,1,5191193,1580486395496384,1577808000473427,2678395022957,20777136282,7383.039854,0.9999998074,0.0000001926339104
340,5136282,3,5136279,1580486395134236,1577808000781519,2678394352717,7367331547,6512.024852,0.9999994159,0.0000005840800797
472,5111699,20884,5090815,1580486390793901,1577808001259512,2678389534389,19743245091,7349.054442,0.9959144699,0.004085530075
726,5067718,2182857,2884861,1580486399931269,1577808002650004,2678397281265,51552337789,145420.0518,0.5692623386,0.4307376614
93,4953127,15,4953112,1580486399149765,1577808000055966,2678399093799,893703945252,22847.87302,0.9999969716,0.000003028389944
356,4843216,0,4843216,1580486396105752,1577808000874603,2678395231149,20233675690,7176.401373,1,0
710,4835008,302309,4532699,1580486399437997,1577808001987107,2678397450890,8853054455,10179.48689,0.9374749742,0.06252502581
203,4722134,106424,4615710,1580486398504063,1577808000210468,2678398293595,12939114489,12848.03187,0.9774627319,0.02253726811
621,4705987,2547,4703440,1578588445187473,1577808001674954,780443512519,6932597871,6506.549659,0.9994587745,0.0005412254645
244,4702662,85114,4617548,1580486398089192,1577808000331735,2678397757457,13292743252,15714.25979,0.9819008893,0.01809911067
118,4697602,597780,4099822,1580486394755974,1577808000082112,2678394673862,9250844749,18570.56081,0.8727478403,0.1272521597
728,4677751,203581,4474170,1580486392679885,1577808002669523,2678390010362,162905309464,266800.2082,0.956478872,0.043521128
693,4606455,485,4605970,1580486395699974,1577808001888757,2678393811217,24175616500,5326.798448,0.999894713,0.0001052870374
653,4593828,662777,3931051,1580486397381133,1577808001766622,2678395614511,13790588163,17924.14118,0.8557244633,0.1442755367
688,4588069,63791,4524278,1580486394169502,1577808001864224,2678392305278,21541232129,8252.678564,0.9860963294,0.01390367059
370,4475183,23,4475160,1580486397289738,1577808000968913,2678396320825,13201012814,15779.61621,0.9999948605,0.000005139454632
150,4473143,187333,4285810,1580486396509953,1577808000123289,2678396386664,24824121297,83439.35681,0.9581204983,0.04187950173
439,4470706,621,4470085,1580486395702686,1577808001178587,2678394524099,4535496469,5565.737048,0.9998610958,0.0001389042357
55,4457603,513573,3944030,1.58049E+15,1577808000015095,2678399561775,15409091093,12871.10623,0.8847871827,0.1152128173
397,4452648,210112,4242536,1580486399797963,1577808001093457,2678398704506,11424977507,8825.196519,0.9528118998,0.0471881002
314,4410490,125,4410365,1580486395911217,1577808000597698,2678395313519,16842686445,6333.891195,0.9999716585,0.00002834152214
182,4410347,0,4410347,1580486392527161,1577808000173993,2678392353168,5807895051,6318.519057,1,0
785,4335609,14592,4321017,1580486396026531,1577808006906342,2678389120189,210220930358,119361.7999,0.9966343829,0.003365617149
532,4286731,325,4286406,1580486398272557,1577808001397411,2678396875146,12393734215,7894.418918,0.9999241847,0.00007581534741
129,4285829,929970,3355859,1580486398359551,1577808000094842,2678398264709,8483524922,16707.7472,0.783012808,0.216987192
305,4262156,120038,4142118,1580486398383217,1577808000556987,2678397826230,29769954153,11614.4388,0.9718363195,0.02816368054
437,4242599,18,4242581,1580486399002619,1577808001174716,2678397827903,17964742038,12128.53536,0.9999957573,0.000004242682375
105,4240092,497441,3742651,1580486398051865,1.57781E+15,2678397985895,15848478171,56532.14537,0.882681555,0.117318445
577,4229111,52,4229059,1580486399057335,1577808001552591,2678397504744,141389246023,9081.948625,0.9999877043,0.00001229572835
724,4188606,11314,4177292,1580486395663183,1577808002538522,2678393124661,94319180804,206947.52,0.9972988627,0.002701137323
697,4155012,170097,3984915,1580486395905162,1577808001901441,2678394003721,17413013280,20565.96646,0.9590622121,0.04093778791
502,4130659,159057,3971602,1580486398339899,1577808001332419,2678397007480,13301971895,11658.78521,0.9614935534,0.03850644655
555,4061267,18422,4042845,1580486395744848,1.57781E+15,2678394249558,14976655010,11418.33447,0.9954639771,0.004536022872
209,3988978,1123881,2865097,1580486398529322,1577808000223614,2678398305708,57953029827,188988.9348,0.7182533972,0.2817466028
31,3970629,11584,3959045,1580486397365975,1577808000006116,2678397359859,23482621265,9451.073929,0.9970825781,0.0029174219
500,3924554,114,3924440,1580486397572733,1577808001327167,2678396245566,19769180639,9582.001187,0.9999709521,0.00002904788672
449,3907717,62336,3845381,1580486398269087,1577808001196185,2678397072902,12885920351,14474.9895,0.9840479748,0.01595202519
623,3883010,4268,3878742,1580486396678918,1577808001676619,2678395002299,94148485883,58780.52141,0.9989008527,0.001099147311
463,3859292,12268,3847024,1580486396922921,1577808001226587,2678395696334,16467736613,9022.299012,0.9968211786,0.0031788214
374,3827112,41752,3785360,1580486394636622,1577808001009246,2678393627376,22279655165,13706.42352,0.9890904682,0.01090953178
127,3814552,318408,3496144,1580486396869716,1577808000092941,2678396776775,6905071194,11084.38729,0.9165280746,0.08347192541
783,3805974,325700,3480274,1580486397577233,1577808006620589,2678390956644,537858593669,23131.51948,0.9144240082,0.08557599185
338,3799144,28,3799116,1578975679456936,1577808000769428,1167678687508,10644318777,8932.360325,0.9999926299,0.00000737008126
770,3789101,1354035,2435066,1580486398655838,1577808005389437,2678393266401,3986632451,12015.59434,0.642650064,0.357349936
322,3755243,2044269,1710974,1580486356212994,1577808000650603,2678355562391,10263413530,15587.44513,0.455622712,0.544377288
771,3673360,4744,3668616,1580486398271828,1577808005414862,2678392856966,491046673749,156438.6995,0.9987085393,0.001291460679
364,3666212,462,3665750,1580486398205407,1577808000940395,2678397265012,11959583360,12977.39537,0.9998739844,0.0001260156259
714,3665335,0,3665335,1580486397972762,1577808002053418,2678395919344,65961017403,159728.2601,1,0
349,3640416,1708,3638708,1580486398824677,1577808000823995,2678398000682,6339868511,9971.711154,0.9995308229,0.000469177149
717,3616354,1344,3615010,1580486397096161,1577808002094891,2678395001270,110715358336,29289.97221,0.999628355,0.0003716450325
539,3602265,400519,3201746,1580486398976763,1577808001431879,2678397544884,16145070584,36877.57084,0.8888146763,0.1111853237
70,3537314,105543,3431771,1580486399577897,1577808000028135,2678399549762,3791885430,10676.31511,0.9701629542,0.02983704585
376,3531671,462,3531209,1580486399218467,1577808001016508,2678398201959,11555646297,12051.652,0.9998691837,0.0001308162623
504,3510844,2396305,1114539,1580486396860317,1577808001332893,2678395527424,11382130075,63009.72788,0.3174561444,0.6825438556
212,3486442,656823,2829619,1580486398262011,1577808000234734,2678398027277,88475259776,96968.34108,0.8116065031,0.1883934969
281,3462384,157,3462227,1580486390777214,1577808000458622,2678390318592,12072354260,8659.717947,0.9999546555,0.00004534447941
44,3376620,1658019,1718601,1.58049E+15,1577808000009541,2678383203889,6974986060,25952.79724,0.5089708051,0.4910291949
175,3360378,53119,3307259,1580486399378466,1577808000159901,2678399218565,59086656418,46622.47916,0.9841925521,0.01580744785
734,3337532,17030,3320502,1580486398091714,1577808002921454,2678395170260,9071466193,6251.365562,0.9948974272,0.005102572799
440,3331515,322466,3009049,1580486399312314,1.57781E+15,2678398129854,16524484358,32652.07936,0.9032073996,0.09679260036
752,3331086,9573,3321513,1580486399706328,1577808004346386,2678395359942,203722642847,121197.4673,0.9971261625,0.002873837541
457,3324549,873575,2450974,1580486399083169,1577808001216352,2678397866817,24716640804,14787.41518,0.7372350355,0.2627649645
498,3316525,12,3316513,1.58049E+15,1577808001324728,2678395920122,644321279888,10848.27272,0.9999963818,0.000003618245
347,3301592,103117,3198475,1580486378696732,1577808000817118,2678377879614,19456099400,17696.22618,0.9687674916,0.03123250844
280,3288408,286544,3001864,1580486392306698,1577808000450396,2678391856302,15117773361,36126.3531,0.9128623942,0.0871376058
355,3268035,1619225,1648810,1580486394012385,1577808000862107,2678393150278,6595651832,35289.9689,0.5045264203,0.4954735797
99,3266588,596534,2670054,1580486398532266,1577808000060696,2678398471570,85363325174,153775.9985,0.8173831533,0.1826168467
108,3249302,1534098,1715204,1580486392862563,1577808000069037,2678392793526,7460251870,25195.4766,0.5278684468,0.4721315532
350,3216270,1022135,2194135,1580486399103322,1.57781E+15,2678398274572,20668609026,10306.24908,0.6821986338,0.3178013662
351,3215701,1373068,1842633,1580486393998157,1577808000833151,2678393165006,14637099145,32183.24928,0.5730112968,0.4269887032
342,3197071,187463,3009608,1580486398600516,1577808000793599,2678397806917,26886755987,17507.992,0.9413641424,0.05863585763
274,3195488,4829,3190659,1578539886753765,1577808000435522,731886318243,25993480425,5903.85083,0.9984888067,0.001511193283
260,3124835,4373,3120462,1580486397872401,1577808000383347,2678397489054,16560422785,16645.72397,0.9986005661,0.00139943389
407,3095740,478966,2616774,1580486395424194,1.57781E+15,2678394316574,15380831104,12621.89438,0.8452822265,0.1547177735
462,3085340,1679,3083661,1578540926748579,1577808001222704,732925525875,9483390366,5713.869154,0.9994558136,0.0005441863782
114,3077203,398364,2678839,1580486398755856,1577808000077334,2678398678522,11841475527,14608.99563,0.8705434773,0.1294565227
180,3032280,456,3031824,1580486397318654,1577808000167322,2678397151332,9879843852,8709.666601,0.9998496181,0.0001503818909
722,3029280,225494,2803786,1580486399763774,1577808002323621,2678397440153,54553835759,13701.1895,0.9255618497,0.07443815032
375,3005319,0,3005319,1.58049E+15,1577808001011662,2678397477348,296739351666,95979.07914,1,0
313,2993897,712140,2281757,1580486398952173,1577808000596765,2678398355408,6501241158,18476.17511,0.7621361056,0.2378638944
700,2990682,539,2990143,1580486393520724,1.57781E+15,2678391611214,10477662764,6664.867735,0.9998197735,0.00018022645
304,2988966,1080131,1908835,1580486376551261,1577808000555199,2678375996062,9047353951,13757.27994,0.6386272042,0.3613727958
120,2981882,10976,2970906,1580486163414641,1577808000086625,2678163328016,8643429788,15986.90579,0.9963191032,0.00368089683
521,2967886,10,2967876,1580486396481403,1577808001371555,2678395109848,11174619818,8246.078109,0.9999966306,0.000003369401655
825,2956275,4549,2951726,1580486399664082,1578468669821853,2017729842229,739261706751,164018.727,0.9984612392,0.001538760772
431,2940853,6857,2933996,1580486397916505,1577808001164936,2678396751569,16159531644,8750.47246,0.9976683636,0.002331636433
826,2939934,3755,2936179,1580486397323857,1578468693501276,2017703822581,372347892404,165427.403,0.9987227604,0.001277239557
325,2936360,2,2936358,1580486395840363,1577808000686752,2678395153611,15225417511,12536.443,0.9999993189,0.0000006811153946
686,2911591,0,2911591,1580486397861115,1577808001860272,2678396000843,16099000494,11715.86936,1,0
65,2908522,1207230,1701292,1580486375417072,1577808000026377,2678375390695,6537878528,22646.05555,0.5849335161,0.4150664839
743,2908104,1950723,957381,1580486396845133,1577808003500728,2678393344405,164412207576,70830.44702,0.3292114037,0.6707885963
417,2903713,372593,2531120,1580486397395781,1577808001133187,2678396262594,8135115123,8953.722531,0.871683944,0.128316056
368,2892018,897611,1994407,1580486369827524,1577808000962488,2678368865036,10800505446,12405.91984,0.6896246842,0.3103753158
754,2867316,7271,2860045,1580486397937168,1577808004469601,2678393467567,50521710386,74290.69438,0.997464179,0.002535820956
791,2828828,42023,2786805,1580486395650287,1577808010853139,2678384797148,1525830438828,304790.2588,0.9851447313,0.01485526868
477,2817607,1586482,1231125,1580486257164369,1577808001273023,2678255891346,9312327864,24768.71039,0.4369399281,0.5630600719
611,2749541,501034,2248507,1.58049E+15,1577808001642705,2678395224055,8735901390,10934.00728,0.8177754032,0.1822245968
337,2748043,0,2748043,1580486399374897,1577808000768154,2678398606743,6898868895,7165.020087,1,0
702,2726276,522168,2204108,1580486394655317,1577808001925874,2678392729443,8821580175,11220.47952,0.8084684016,0.1915315984
403,2723067,0,2723067,1580486394759661,1.57781E+15,2678393657001,13363058412,10952.91585,1,0
569,2721072,518500,2202572,1580486388829249,1577808001542272,2678387286977,8781087026,11224.12941,0.8094500991,0.1905499009
641,2712096,509043,2203053,1580486398606876,1577808001745621,2678396861255,8933560907,11174.75506,0.8123064228,0.1876935772
309,2710198,510447,2199751,1580486399910132,1.57781E+15,2678399343502,8743291362,11441.72394,0.8116569343,0.1883430657
480,2708427,516319,2192108,1580486398511097,1577808001282209,2678397228888,8798211445,11118.2652,0.8093657315,0.1906342685
658,2704747,511951,2192796,1.58049E+15,1577808001780462,2678392421368,9091762941,11177.1139,0.8107212985,0.1892787015
624,2703975,507212,2196763,1580486397691864,1577808001683833,2678396008031,9042763568,11040.03542,0.8124198633,0.1875801367
695,2702613,568,2702045,1580486397158319,1577808001891743,2678395266576,8873042126,7962.453238,0.999789833,0.0002101669754
711,2701564,519946,2181618,1580486394163979,1577808001991052,2678392172927,8840425102,11228.17468,0.8075388923,0.1924611077
489,2697378,502198,2195180,1580486393989122,1577808001304827,2678392684295,8740945251,11229.91017,0.8138199392,0.1861800608
595,2695957,503114,2192843,1.58049E+15,1577808001597632,2678396868298,8821981519,11369.076,0.8133820384,0.1866179616
634,2693031,497969,2195062,1580486385156959,1577808001718794,2678383438165,8804851392,10902.9778,0.8150897632,0.1849102368
495,2691126,487652,2203474,1580486395580293,1577808001321329,2678394258964,8748056643,10779.03332,0.8187925798,0.1812074202
561,2690338,503850,2186488,1.58049E+15,1577808001503576,2678391284914,9063228150,11083.47664,0.8127186993,0.1872813007
418,2688089,486190,2201899,1.58049E+15,1577808001133936,2678395808284,9012636185,11130.52671,0.8191317326,0.1808682674
586,2687932,486357,2201575,1580486399050252,1.57781E+15,2678397479562,8992843120,11242.69051,0.8190590387,0.1809409613
453,2687497,0,2687497,1580486398599254,1.57781E+15,2678397389154,93967787624,12420.48498,1,0
493,2684605,497376,2187229,1580486397877328,1577808001316414,2678396560914,9055576686,11245.58474,0.8147302862,0.1852697138
668,2682714,537550,2145164,1580486394391368,1577808001811023,2678392580345,8807129347,11246.75542,0.7996245593,0.2003754407
642,2681474,484995,2196479,1580486391406383,1577808001746299,2678389660084,9009522700,10929.5629,0.8191311943,0.1808688057
101,2680631,133219,2547412,1580486399034067,1577808000061689,2678398972378,10131286597,8419.76956,0.9503031189,0.04969688107
230,2642742,13049,2629693,1580486399033499,1577808000281481,2678398752018,13670862993,9125.230567,0.9950623254,0.004937674582
542,2620512,60,2620452,1.58049E+15,1577808001436729,2678396536841,17032808331,8560.921225,0.9999771037,0.00002289628897
657,2605505,257,2605248,1580486399476461,1577808001778014,2678397698447,13233325526,7853.023834,0.9999013627,0.00009863730831
625,2591020,7322,2583698,1580486396845032,1577808001686378,2678395158654,29416947098,12592.51494,0.9971740859,0.002825914119
738,2589779,1,2589778,1580486398243652,1.57781E+15,2678395001942,76803760512,14797.73214,0.9999996139,0.0000003861333342
416,2587234,62187,2525047,1580486397850957,1577808001131113,2678396719844,6403869446,7396.534387,0.9759639059,0.02403609415
429,2578214,25011,2553203,1580486399813785,1577808001162366,2678398651419,9103558151,9835.999203,0.9902990985,0.009700901477
704,2568448,228283,2340165,1580486395796045,1577808001940562,2678393855483,11734480622,12206.04645,0.9111202563,0.08887974372
763,2558279,670291,1887988,1580486368110762,1577808005132982,2678362977780,13767783076,16639.74533,0.7379914388,0.2620085612
140,2549721,599,2549122,1.58049E+15,1577808000109418,2678395859792,58838572283,9929.305288,0.9997650723,0.0002349276646
438,2543855,693097,1850758,1580486397894824,1577808001178451,2678396716373,14149245130,17290.76565,0.7275406814,0.2724593186
515,2539211,56870,2482341,1.58049E+15,1.57781E+15,2678397847730,21850847559,18118.7143,0.9776032791,0.02239672087
683,2530973,0,2530973,1580486387487784,1.57781E+15,2678385638784,14759627893,9166.427918,1,0
474,2520185,0,2520185,1580486399733944,1577808001261587,2678398472357,25445848776,27481.53948,1,0
616,2498941,167280,2331661,1580486398814729,1.57781E+15,2678397156829,13337148363,8166.562895,0.9330596441,0.06694035593
456,2498413,60,2498353,1580486398243955,1577808001214459,2678397029496,14766638828,9374.20398,0.9999759848,0.00002401524488
98,2490806,8350,2482456,1580486395905078,1577808000060588,2678395844490,5855825860,14951.62404,0.9966476715,0.003352328523
491,2483655,166762,2316893,1580486399039852,1577808001311507,2678397728345,13350100795,8220.466537,0.9328562139,0.06714378607
510,2482852,166924,2315928,1580486397781987,1577808001346337,2678396435650,13374399356,8204.392665,0.9327692508,0.06723074915
707,2481071,171607,2309464,1580486396168043,1577808001946061,2678394221982,13308908699,8207.909723,0.9308334989,0.06916650108
343,2478970,168903,2310067,1580486399793467,1.57781E+15,2678398997437,13335269926,8230.260639,0.9318656539,0.06813434612
655,2475551,274773,2200778,1580486395648731,1577808001768749,2678393879982,10276079969,13058.91237,0.8890053164,0.1109946836
298,2469749,171015,2298734,1580486396205616,1577808000515828,2678395689788,13308624643,8221.736334,0.9307561214,0.06924387863
214,2465816,161795,2304021,1580486398338709,1577808000235003,2678398103706,13381713154,8254.61567,0.9343848041,0.06561519594
199,2464194,157501,2306693,1580486397428158,1577808000207126,2678397221032,13329012507,8182.229548,0.9360841719,0.06391582806
249,2463965,162467,2301498,1.58049E+15,1577808000350152,2678397801008,13372280649,8202.800361,0.9340627809,0.06593721908
525,2461424,173455,2287969,1.58049E+15,1577808001380296,2678398111304,13197443326,8255.850649,0.9295306294,0.07046937058
601,2457616,173709,2283907,1580486396767853,1577808001611976,2678395155877,13271008192,8261.832879,0.9293180871,0.07068191288
613,2453301,170189,2283112,1580486393959064,1577808001644642,2678392314422,13225854991,8246.844271,0.9306285694,0.06937143057
649,2453007,162963,2290044,1580486396368724,1.57781E+15,2678394603414,13231357587,8261.366305,0.9335660273,0.06643397267
479,2448405,476821,1971584,1580486383757324,1577808001277939,2678382479385,6950878595,14443.01895,0.805252399,0.194747601
104,2442829,163669,2279160,1580486396965184,1577808000062249,2678396902935,13295854463,8262.211998,0.9330002223,0.06699977772
712,2440929,166455,2274474,1580486399730659,1577808001996365,2678397734294,13284385811,8268.878166,0.9318067015,0.06819329854
229,2437040,169503,2267537,1580486396823992,1577808000279998,2678396543994,13256452496,8252.294416,0.9304471818,0.06955281817
387,2429685,168093,2261592,1580486397904075,1577808001075082,2678396828993,13236726794,8293.838413,0.9308169578,0.06918304225
699,2428660,159934,2268726,1580486394055456,1.57781E+15,2678392146826,13306563394,8252.639068,0.9341472252,0.06585277478
588,2424183,176314,2247869,1580486397194318,1.57781E+15,2678395620768,13236639689,8338.175948,0.9272686922,0.07273130783
344,2419483,228042,2191441,1580486398971803,1577808000799395,2678398172408,8749271844,15933.82134,0.9057476329,0.09425236714
471,2417442,165375,2252067,1580486398056581,1577808001253599,2678396802982,13263871818,8302.109221,0.931590913,0.06840908696
591,2417257,168729,2248528,1580486397011452,1577808001578746,2678395432706,13295242328,8328.888779,0.9301981544,0.06980184565
151,2416171,177493,2238678,1580486393257318,1577808000123839,2678393133479,13199255128,8295.776072,0.9265395537,0.0734604463
