volume,count
4587,3047546
3770,3047200
1162,3047094
9724,3046797
6550,3046431
8269,3045967
8169,3045357
12422,3044650
5615,3044594
13146,3043673
7563,3043668
12514,3042874
6420,3041427
22093,3041385
11715,3040727
4620,3037030
5338,3036603
8135,3035799
21371,3034499
22017,3033623
20213,3030574
23831,3029752
5170,3028701
16458,3027886
20731,3026593
8566,3021702
21851,3020053
10095,3017008
19076,3013831
4811,3011118
8216,3009598
16141,3007999
22209,3006992
16275,3006364
9432,3005551
11368,3003454
2434,3002992
12746,3002403
2767,3002008
8605,3001335
20519,3001209
6578,3000287
1304,2999989
20132,2996326
22749,2995911
20310,2995853
8623,2994160
23324,2989426
9804,2989255
11025,2989200
20489,2986371
9678,2985317
15563,2985091
11982,2984432
12690,2983217
13671,2982599
11747,2979634
17169,2977409
15640,2974663
3784,2973430
16570,2968308
16921,2968298
6434,2967983
5402,2967860
6581,2963901
3747,2961332
3923,2959088
2489,2956149
4716,2954388
11954,2953771
21322,2953769
14447,2952432
7440,2944616
9122,2941988
12488,2937777
20539,2936061
20300,2935654
1134,2934635
22081,2932679
6025,2930217
17604,2929764
14956,2927373
8202,2926354
8964,2925769
11394,2925208
16973,2922597
5893,2922107
5963,2921583
3739,2921567
13645,2920002
3154,2918611
19799,2918422
7046,2917589
8722,2917557
14612,2916288
22486,2915667
12277,2915547
9754,2907681
7381,2905207
20776,2902163
23611,2902162
21084,2901249
8178,2898605
10213,2898233
13526,2897648
2430,2897089
14879,2894512
11477,2888258
9717,2887440
10587,2887310
11968,2887138
3004,2885296
8096,2884730
9690,2883170
11877,2883105
21411,2876683
17132,2875852
7387,2874393
16230,2872452
16070,2872098
12939,2871477
19400,2868255
14549,2867926
21168,2864068
5742,2862645
13403,2862211
18557,2862133
9625,2859479
14707,2859047
3493,2856948
21488,2856895
16443,2856456
11424,2853989
16198,2851946
16768,2850568
21909,2848900
18810,2847279
23905,2845910
11417,2845875
19963,2842848
18180,2840857
14101,2840595
2454,2835993
17452,2835811
6639,2835266
22778,2834464
9249,2834389
13444,2833982
13139,2832617
12022,2827642
12630,2825225
15935,2824242
18318,2823164
13948,2822078
16880,2820321
20209,2815632
4805,2814849
2707,2814184
8102,2813946
18055,2812006
17873,2808729
9533,2804477
19750,2801149
8796,2800867
22344,2798768
21597,2796533
2245,2795628
11524,2794503
8381,2794458
1882,2791710
10580,2791176
3351,2790413
17722,2786775
7924,2785429
20941,2785390
20058,2785083
16957,2782498
1935,2780423
7196,2778624
9871,2778586
12114,2777618
22088,2777522
18868,2777198
3863,2776780
23740,2776570
9419,2775641
12006,2774032
9768,2770876
10596,2769809
14149,2769491
7027,2767356
9556,2762656
12707,2762574
2990,2760965
4545,2760881
21108,2755638
22382,2755180
2399,2755079
6607,2754322
17835,2753040
22419,2751529
14392,2751470
18444,2751122
2863,2750766
5214,2747280
17286,2742353
7574,2741137
7909,2739220
15133,2738546
13061,2738110
23279,2737133
21247,2730070
8996,2725777
1985,2725054
5531,2718050
11037,2717854
7186,2715273
19295,2714951
12375,2712879
13183,2711290
20147,2711114
4206,2711049
17657,2709985
13300,2709102
22798,2701929
15646,2701862
8858,2700352
11022,2700147
21974,2699848
21118,2698231
17482,2696583
12861,2694970
2016,2694432
20635,2692687
18678,2689418
19840,2686389
21040,2685854
7658,2684963
4422,2683525
10399,2681304
16269,2679401
10539,2679091
6127,2677597
7859,2676657
11694,2674458
3584,2673402
2594,2670348
7611,2667005
2855,2666777
12745,2666699
10048,2661025
7773,2660020
7913,2655854
16558,2653039
10368,2651882
13980,2650547
15038,2650393
22271,2649290
8209,2644452
8147,2640960
13052,2640548
23754,2638661
16757,2634925
18072,2634516
19731,2633964
20378,2633928
9705,2633396
11790,2632610
6408,2631372
22388,2630315
14737,2628979
10022,2628310
19317,2626130
13253,2620789
3961,2620287
20326,2619475
5883,2617110
2165,2616928
6102,2614490
19903,2607201
15434,2606742
6997,2605475
11029,2602612
14362,2602347
11507,2595577
14220,2594317
2266,2586673
12416,2585521
6269,2585013
12019,2583753
13487,2582952
10031,2582311
7022,2581680
9738,2580062
18514,2579596
10228,2578682
5252,2578491
20299,2574815
21198,2574297
9683,2574119
4279,2573781
8629,2572570
24111,2571813
6774,2570926
15390,2570764
21300,2570078
23107,2569514
11147,2569274
3583,2568487
11717,2567624
7509,2567124
11988,2566050
7149,2564093
16642,2564086
17571,2563084
19958,2562976
19998,2562281
5106,2560157
17504,2560134
8078,2558526
17932,2558511
6297,2558023
22213,2557775
17460,2556288
20061,2550279
15019,2549247
22852,2548822
10999,2548735
21315,2546895
19490,2546258
14030,2545649
23266,2544897
11480,2543931
17304,2543891
14307,2543423
8516,2543413
15593,2542853
20980,2542724
17867,2541996
10268,2540776
18047,2540212
4075,2540050
21964,2539369
3887,2534965
5783,2534574
3772,2530546
6822,2529655
3662,2529126
15348,2527727
19508,2527549
5884,2526547
14982,2525398
14659,2524765
1885,2522262
3728,2521570
1236,2520757
6743,2519654
10356,2519316
6517,2518478
8597,2517341
14668,2515318
23325,2514485
5628,2510545
11207,2508804
10266,2504794
2801,2503592
15079,2501239
2672,2500041
15885,2499704
2100,2496042
7763,2495573
18094,2494096
12015,2492670
21047,2491648
17358,2491035
14743,2491033
10633,2490464
19225,2490144
10611,2485574
7904,2484767
14908,2484318
1380,2482464
19640,2481025
4108,2480802
22072,2480467
8507,2480294
21886,2480031
18883,2478884
10763,2478149
4271,2477374
15257,2474557
4170,2471626
16033,2471338
5083,2468462
5823,2468454
5449,2467583
17081,2467434
21770,2466257
3075,2462179
4402,2460817
18167,2460762
25013,2460570
20666,2460024
7290,2459843
6957,2458929
12248,2458306
12194,2458228
23418,2457921
21242,2457865
3766,2455550
1722,2455193
23186,2454859
18644,2452353
2925,2452337
19206,2452018
3980,2450946
3776,2447630
15658,2446945
18548,2446257
12700,2444225
9391,2438340
3286,2436888
2960,2436483
23908,2432013
9237,2430877
20124,2430504
17940,2429829
18374,2425905
6439,2424991
6247,2424794
25585,2421592
10197,2420450
4413,2419816
11090,2418978
21083,2415291
11409,2415274
22956,2414741
9604,2413103
5162,2410894
11441,2409628
21145,2409436
23605,2409067
9898,2405465
6504,2402679
13448,2401713
8063,2401687
20515,2401676
3933,2401144
15674,2400538
7207,2399121
9512,2399044
22822,2397568
14437,2397260
11501,2395920
14969,2394570
11436,2394103
12623,2393392
21733,2391638
2641,2389703
3817,2389562
6137,2389524
5753,2389154
18822,2386113
20314,2380185
6313,2379566
11627,2379369
17018,2378268
4370,2374240
14918,2373929
8380,2373640
7594,2373340
9783,2372306
7138,2370895
20340,2368892
2620,2365581
1646,2362031
5793,2357790
11882,2354091
10236,2352070
20664,2352047
18819,2351963
23426,2348998
10143,2348960
16452,2346255
1487,2346182
5009,2345067
17194,2342801
3656,2339191
8319,2338817
21979,2338658
16295,2337346
15572,2337055
20901,2334554
5429,2334389
15357,2331766
9806,2330785
2561,2329554
13308,2329482
20509,2329036
19138,2326312
7267,2326222
2065,2325767
21691,2325563
12715,2325334
6781,2321817
5470,2319183
11537,2316755
17227,2313755
1628,2313528
16723,2313473
25650,2312623
15205,2312556
19309,2309391
15239,2308411
1727,2307787
15331,2307531
2525,2307117
8247,2306963
15419,2305775
21724,2305774
16287,2300989
16954,2299162
5442,2298739
19585,2297933
16964,2297825
4419,2297496
11728,2297221
20812,2295902
10387,2295861
17981,2295266
8224,2294823
21352,2294196
5182,2292215
20856,2289851
19841,2288397
16428,2287112
18932,2286135
12670,2285555
7966,2285128
3196,2284029
22897,2283779
23074,2282828
23716,2282076
22869,2281938
3365,2280622
6661,2274458
20912,2271035
7882,2269910
13093,2266325
14182,2266078
3613,2263028
23047,2261461
7436,2259879
7600,2257331
22715,2257309
9448,2257010
23734,2254182
16263,2252155
22296,2247924
22724,2246186
17141,2243329
8038,2243156
6018,2243010
15702,2242005
23173,2241805
21129,2240086
4309,2239591
21387,2239472
20991,2239414
5952,2238007
1082,2237621
12806,2236873
3294,2235927
3048,2235804
1612,2234010
11054,2233730
10280,2232545
6930,2231846
13952,2229596
11561,2227465
20071,2226798
23111,2226124
1961,2224741
18063,2223258
21469,2221603
2703,2220738
7836,2219338
19702,2218213
9624,2218028
2845,2217322
23390,2216156
6525,2215723
18204,2215170
16450,2214851
14555,2213499
20870,2211756
4072,2210188
5310,2209201
7590,2207253
18565,2207192
13513,2206976
22533,2204949
6768,2204439
12411,2202635
19376,2201925
14485,2201678
16587,2201457
2284,2197898
7543,2196450
5842,2195138
2965,2194593
9083,2190537
5933,2189928
14346,2189523
2893,2187990
20689,2187938
15992,2186813
16254,2185413
9353,2183719
15635,2183391
16764,2182987
13071,2182034
11805,2181676
8804,2181596
17073,2180773
18897,2180121
17795,2178207
22632,2177775
7429,2177059
13626,2176806
8513,2175787
6933,2174175
4882,2173986
4484,2172872
13837,2170807
18108,2170707
7183,2170354
7645,2169120
13132,2166546
3077,2166411
23214,2165864
11541,2164685
5396,2164261
5853,2161316
18927,2161220
5806,2158572
6090,2156269
17629,2151101
2425,2146252
20985,2145540
17750,2144918
10044,2144320
8704,2143433
16779,2140863
10534,2140737
23455,2140416
11255,2140376
16219,2138638
20972,2138413
13164,2135648
8118,2133594
22495,2133469
11458,2131888
10463,2131839
12533,2130813
4399,2129917
15835,2129628
19850,2128198
17184,2127786
19388,2126042
11179,2125723
8941,2123387
8478,2123190
18227,2122375
11529,2121854
20584,2121511
4285,2120637
16688,2120467
7400,2116654
6371,2115543
2688,2115415
20481,2113608
12543,2113601
4139,2113246
5647,2113116
18274,2111838
20550,2110429
1160,2109811
22425,2109073
15791,2108484
21533,2108059
21459,2106712
2861,2106483
10124,2106292
8885,2105652
23102,2103801
12662,2103161
17495,2102062
14093,2101582
14533,2101567
10532,2101127
11229,2097515
15429,2096863
19129,2096813
4151,2094530
19302,2094073
15496,2092724
17070,2092582
19461,2092393
21176,2092122
19304,2089846
6567,2088910
13068,2088573
6483,2088018
15082,2087135
6535,2084566
22373,2083908
2035,2082392
12783,2081724
16294,2081126
11268,2080341
10455,2079994
20800,2077812
13011,2076263
5139,2076236
8059,2072271
7792,2071815
4689,2071314
4713,2071033
12619,2069889
3874,2067527
15798,2066855
25415,2066653
14083,2066516
12281,2066041
21525,2065785
11450,2065046
13723,2064456
9011,2064065
3571,2063480
13054,2062561
12174,2062515
19734,2062316
4862,2061582
6543,2058351
21204,2057218
9166,2056941
2839,2055788
18803,2054123
21183,2053797
22037,2047918
3378,2047599
14276,2047539
12594,2045184
23509,2043214
11924,2042771
15651,2042366
6630,2040998
16497,2039283
17885,2037246
16839,2036534
9040,2036442
13646,2036343
9980,2035664
1286,2035461
15948,2032990
6083,2031552
21998,2031402
14018,2030268
9563,2030042
21647,2023225
11120,2020701
21407,2019320
12982,2018475
1413,2017883
5413,2017838
13411,2016895
14283,2015815
5301,2015264
25616,2014606
12976,2009798
20951,2009568
9024,2009125
22194,2008905
18711,2008896
8851,2007453
4735,2006941
1175,2006350
6197,2005435
8419,2001596
3418,2000431
2865,1999730
13204,1999279
14311,1997997
8456,1997665
11716,1995643
12710,1994591
8691,1992703
6323,1991217
2697,1989933
8413,1989613
19048,1989375
14186,1989236
1089,1989010
7606,1985659
6994,1984294
17743,1983278
10062,1981385
19544,1981144
11111,1979578
20496,1978895
9918,1977149
5029,1972245
5094,1971005
8260,1969832
9776,1968620
3097,1968351
9995,1967441
21686,1965825
4625,1965499
2902,1965376
13084,1963667
21012,1962886
13956,1959001
15491,1957855
6572,1955786
13710,1955655
9422,1953947
25639,1953042
16489,1952426
22242,1950417
15844,1949179
2830,1948005
17209,1946316
21784,1945201
7044,1943882
2315,1943119
16710,1942265
21864,1941940
10053,1941761
14012,1941561
5814,1941231
8989,1941042
12645,1940885
7368,1938554
13505,1938468
4058,1936380
7258,1932403
16977,1931994
3122,1931922
9648,1931803
5867,1931488
24247,1928712
8494,1927250
9127,1925138
25621,1924609
22173,1923426
6270,1921572
14573,1921187
19175,1921039
22035,1919410
9726,1917551
3035,1917196
24398,1916642
6205,1915425
17558,1913572
18228,1912343
3869,1909425
15224,1904831
10424,1902929
3261,1901747
10021,1900262
18339,1899825
18144,1898956
11771,1898841
16311,1898487
9851,1898425
7535,1896583
2809,1896512
18485,1896076
5578,1895341
20823,1895050
8807,1894393
15462,1893893
17912,1893879
16754,1893806
8920,1893471
22063,1893361
16150,1893287
19886,1892864
5920,1892431
23767,1892253
15735,1890801
8981,1890366
10259,1889356
1219,1889277
25663,1888496
23930,1888445
3647,1886940
4437,1886280
8306,1884785
6497,1884309
18038,1883568
8036,1883456
8876,1883256
8371,1882279
10807,1878826
12926,1877043
8949,1876668
14443,1875460
7765,1873790
11687,1873020
22139,1872965
17676,1872517
17945,1871918
14337,1871865
13975,1871680
16625,1871434
10947,1870177
21633,1869313
17665,1868030
20647,1866542
9046,1865934
8593,1864311
6962,1862210
1599,1859316
7414,1858800
13299,1858733
10216,1857889
8462,1857698
13709,1855342
2416,1853715
21492,1853040
19056,1852431
23650,1850617
20957,1849940
14526,1849153
14703,1848320
7072,1847175
7970,1846960
6229,1846135
16812,1845943
17014,1845267
21516,1845252
9485,1845066
23386,1844338
17352,1843855
24725,1842375
3600,1841858
3986,1841665
11185,1839986
2060,1838751
23218,1836338
13024,1835614
17740,1835075
18199,1834805
17958,1834277
6789,1833744
13816,1830202
22114,1828914
10791,1827777
3162,1827413
2887,1826041
21803,1825875
22930,1825089
3897,1824165
9008,1824044
19107,1823997
3015,1823895
3449,1822919
20619,1822217
20930,1821846
10086,1821648
21269,1821404
11362,1821039
20082,1820710
5719,1819129
11767,1818398
2823,1815768
1897,1815413
15353,1811178
10918,1810189
25375,1810073
15505,1810059
11598,1808790
6656,1807616
22041,1807091
17061,1807038
6575,1806460
10553,1806226
23335,1805414
8906,1802211
8942,1801759
2473,1797153
20394,1796143
4014,1794201
12346,1794176
14415,1793520
7952,1792360
5061,1791795
17806,1791516
19594,1791178
11077,1791148
7215,1791049
1143,1790332
3526,1789644
4432,1788467
19793,1788205
20597,1786370
12313,1785429
6295,1784550
4382,1782948
4176,1781735
25599,1781314
6872,1780245
14991,1780194
13122,1778882
23119,1778445
9514,1777846
10996,1777689
6181,1775573
8314,1775016
8709,1772948
5481,1771721
16304,1768067
2371,1767930
11873,1767385
7675,1767254
19027,1766193
12157,1766056
17179,1764106
16160,1764058
14677,1763626
4546,1761430
16763,1759349
10755,1758748
18254,1758405
9482,1758186
23181,1757553
2055,1757129
17229,1755225
12273,1755074
16223,1753811
1465,1752095
12781,1752057
2447,1751312
15484,1751213
17432,1750178
12012,1750031
1368,1749457
12052,1748040
5253,1746091
15414,1743458
15970,1743315
10292,1742353
4619,1742048
17435,1741514
16404,1740737
6077,1740488
6753,1738491
10007,1738259
23272,1738188
7444,1735322
11234,1733798
22331,1732853
6006,1731139
8150,1730297
12964,1730195
14353,1730117
20405,1728359
23383,1726086
9072,1725761
17525,1724790
16825,1724446
15819,1724406
6040,1724110
16533,1722772
20215,1722717
15381,1722595
6485,1721194
9408,1720645
22303,1719979
8111,1716289
23521,1715860
2871,1715629
22831,1715043
16247,1714302
22704,1713759
10916,1713559
2511,1713447
8575,1712937
15565,1712203
20187,1712163
13820,1711867
21658,1711836
11579,1710812
6305,1710690
18899,1708497
22601,1705610
10836,1705307
12869,1703812
23164,1702867
13649,1702172
10452,1700837
2873,1700568
3736,1700515
1717,1699835
21653,1698929
5506,1698176
13750,1697450
18246,1695152
12238,1694720
21759,1694653
19091,1694361
20611,1691517
1371,1689323
16352,1689238
13392,1688709
9997,1688060
14801,1687811
12792,1685148
9312,1683676
3291,1681632
7471,1680957
21592,1680791
6076,1680717
12215,1680525
3247,1680320
21640,1679619
8680,1679018
10415,1678136
15352,1677039
15339,1676571
5840,1675616
20004,1674051
22960,1673625
16983,1672772
13690,1672708
10724,1670901
15154,1670627
23464,1668642
10365,1668614
1968,1667757
11484,1666888
14517,1666858
15769,1666680
18981,1666608
2186,1666474
22120,1665958
19424,1663599
16001,1662659
22050,1662266
11057,1661570
7309,1660792
15915,1660496
23320,1660124
2265,1659874
13755,1659690
22516,1659354
14268,1657867
18721,1657723
8665,1657619
10893,1656606
3005,1656584
8557,1654715
3754,1654291
7305,1652833
17963,1652394
17301,1650632
8579,1650572
13262,1648150
15621,1647863
11172,1647578
2995,1646349
2276,1645953
8538,1645913
3850,1645393
11284,1644904
1092,1644216
6279,1643619
20840,1642967
3371,1642112
19593,1640676
16828,1640424
15833,1639841
2138,1639535
18840,1639207
14212,1636824
18364,1636436
16551,1636000
15828,1634315
3171,1633783
17573,1632062
18748,1631076
16946,1630403
18686,1629871
6672,1629643
22488,1629287
21711,1627478
7979,1627255
10119,1625730
9828,1625349
10827,1624372
4316,1623384
7820,1622183
16181,1622134
2919,1620121
17915,1619535
16009,1618717
18237,1618705
15902,1618630
10467,1618568
18141,1618558
8761,1618494
5646,1617714
22789,1617475
4964,1617355
13844,1617101
19516,1616230
18702,1615369
12852,1615301
6449,1613128
9365,1612912
10264,1612077
22437,1611766
15036,1611726
10760,1610379
5410,1608853
7287,1608112
21498,1607743
6057,1607659
6118,1607655
18717,1606944
8852,1606258
4622,1606117
20964,1604538
21121,1604086
12538,1603871
12931,1603634
17954,1603438
17507,1602162
22218,1601774
12365,1601256
16417,1600881
1706,1600149
12009,1598418
10814,1597472
20034,1597390
19784,1596793
16706,1595874
7847,1595401
9345,1595015
14684,1593983
3911,1593844
19834,1593703
20287,1593702
9271,1592948
21126,1591491
11237,1591366
19814,1591229
22327,1591148
13706,1590802
23260,1590284
15254,1590185
17160,1589752
10910,1588705
21091,1586755
18875,1586294
21298,1586158
7739,1585880
20711,1585675
20165,1584243
12149,1583274
14295,1583005
7232,1581705
21814,1580841
7922,1579196
6841,1578979
16711,1578790
6976,1575299
11753,1573928
19474,1573565
13217,1573028
21507,1572251
16850,1571324
12954,1569876
9599,1569652
13328,1569527
24633,1569132
12316,1568946
8056,1568321
6099,1567934
12123,1566897
2322,1566607
20751,1565530
10730,1565405
23434,1564915
7633,1564502
8729,1563513
13528,1562630
1939,1562551
16421,1561692
6738,1561496
23061,1559004
19716,1558795
17085,1558553
21624,1558507
11334,1558500
22436,1558101
3276,1558042
13981,1557697
3185,1557359
21905,1557244
4475,1556729
4496,1556390
17822,1555638
12437,1554265
10890,1554084
6429,1553931
2816,1553055
7038,1552932
3389,1551670
15326,1551241
22596,1550892
9495,1549318
15876,1548488
12141,1548074
19759,1547933
5293,1547931
10436,1547179
20015,1544685
17293,1543528
20815,1542875
21938,1542325
15485,1542325
10359,1541993
4262,1541365
12740,1540440
13764,1538805
6971,1537865
22029,1537781
4268,1537497
7409,1537344
20529,1537242
11006,1536339
12825,1536181
9486,1535786
4483,1535560
21981,1534813
9715,1534555
12785,1534163
6720,1533682
19050,1533631
11131,1532741
18940,1532379
8631,1531809
2458,1530166
9596,1528982
13112,1528870
11257,1528785
8877,1528515
13021,1528252
10710,1527775
10192,1526766
9632,1526383
17785,1525165
22064,1525085
4131,1524978
9149,1524585
6416,1523381
8600,1521540
13548,1521408
23337,1520903
9975,1518713
5276,1518579
19452,1518461
11977,1517639
19157,1517528
16139,1516715
5800,1515866
14372,1515814
4794,1514815
22912,1514307
11048,1514106
11038,1513033
4521,1512995
20224,1512870
12507,1512137
1733,1511480
21654,1510831
10734,1509375
12557,1508534
4282,1508294
3671,1504987
3714,1504677
15776,1504334
18655,1504022
20080,1503831
20887,1503659
15399,1502613
9891,1500739
11846,1500657
19722,1500642
20562,1498452
16804,1497971
18261,1497860
9441,1497778
10699,1497041
16122,1496108
17897,1495737
8699,1494384
21558,1494326
21940,1493884
15733,1493875
14530,1493616
22709,1493013
7726,1492913
18572,1492911
1834,1492021
14009,1491887
11102,1491437
7779,1489801
14769,1489775
12994,1489563
9615,1488463
9875,1484605
22092,1484031
12293,1483666
14582,1483509
11169,1482351
21854,1482291
21152,1482261
17852,1482220
16810,1481875
5387,1480124
12599,1480029
2034,1478854
17444,1477801
17601,1477392
7109,1476878
9402,1475683
13927,1475119
6002,1474911
8659,1474099
11937,1473330
18242,1472806
7064,1472341
5931,1470851
17668,1470615
22468,1469144
10108,1467982
13095,1467508
12093,1466761
11895,1466478
14123,1466248
16093,1465839
12637,1465343
14505,1464317
20259,1463340
19858,1463244
5110,1462298
18912,1461943
7673,1461243
14109,1461230
23087,1461188
18945,1460654
14401,1459573
16919,1459451
9642,1458559
16809,1456016
7201,1455647
10380,1455589
1430,1454855
12197,1451740
4769,1450604
6988,1450563
19596,1450526
21893,1450138
21775,1449656
23515,1449153
12842,1449044
13518,1448830
9075,1447646
8227,1447466
13657,1447061
14081,1446289
20302,1444540
3434,1443752
13851,1441677
18121,1441526
10698,1440323
20226,1440211
8450,1440101
6457,1436707
13829,1436464
19553,1436138
22908,1435318
5606,1434924
15370,1434652
12919,1434477
19486,1434322
3937,1433943
19288,1432977
9328,1432944
3865,1431815
22024,1431748
4879,1431729
19446,1431469
19743,1431186
20443,1431153
22475,1430108
20628,1429910
10820,1427768
12060,1427746
19653,1427235
1796,1426642
19945,1426539
22736,1425170
21462,1424166
13503,1423846
19391,1423651
14524,1423608
22547,1423083
12588,1421528
19602,1419131
12851,1419088
8119,1417833
20060,1417150
17296,1417082
8006,1416821
14429,1415980
14233,1415808
1316,1415406
24254,1414307
2357,1413580
16566,1413350
23209,1413222
18461,1412628
5664,1411192
15126,1410928
17154,1410662
15046,1409155
22989,1408003
17689,1407919
12611,1407751
23147,1407267
21843,1406879
15880,1404458
8347,1403363
16927,1403164
5836,1403090
3338,1402848
21523,1402583
22874,1401515
10079,1401469
19325,1401317
13694,1400760
16077,1400694
16066,1400270
19693,1400234
21607,1399937
18807,1399686
21970,1399249
22534,1399151
13080,1398235
1943,1398078
9161,1397476
14060,1397141
22249,1397043
17692,1396968
6879,1396875
18757,1394258
18960,1393545
3268,1392280
6254,1391154
21898,1390313
9988,1389906
3466,1388852
7275,1386736
19158,1386591
6032,1386469
19775,1385793
20717,1385135
11703,1384662
17236,1384615
7125,1384515
17191,1383682
22855,1383244
8519,1382301
22982,1381764
20360,1381638
16751,1378513
22290,1376388
16441,1376315
19582,1376135
5524,1375712
9630,1375567
21949,1375266
15298,1375224
5155,1374277
20847,1372985
14629,1372979
14564,1372877
22222,1372864
23016,1372398
23409,1372167
13595,1371270
11663,1371192
17463,1370131
23053,1367784
7478,1367371
12872,1366973
2678,1366700
22008,1365602
14873,1365571
23925,1365450
8222,1365194
19353,1365025
17261,1365010
7369,1364954
9968,1364337
11081,1363239
21766,1363213
12444,1360528
18893,1359821
10483,1359522
6511,1359014
18312,1358883
6788,1358410
17220,1357896
8287,1357842
20196,1357761
17531,1356936
1956,1356847
3167,1356543
20552,1355541
18004,1354289
21422,1354097
1952,1353853
17705,1353622
10844,1353420
5943,1353378
22306,1352595
21306,1352240
19059,1350936
9639,1350796
19419,1348921
10127,1347310
22649,1347222
16903,1346967
17367,1346849
17910,1346151
11163,1345634
6934,1345512
22280,1344578
15475,1344523
14613,1344322
18060,1341903
16608,1341788
23140,1341594
14051,1341052
3180,1340834
16258,1340252
2174,1339972
15389,1338658
15289,1338337
11830,1337633
18399,1337212
4733,1335326
18385,1333780
16601,1333741
17115,1333017
7052,1332514
14140,1331367
20791,1330854
23322,1330167
20172,1328547
16737,1328402
17282,1326862
13236,1326674
7140,1325731
3837,1325328
18157,1324478
20199,1324372
19586,1324116
19879,1323968
13940,1323889
8867,1323233
18808,1322764
2636,1322181
15216,1320341
14922,1319659
14949,1318963
10339,1318804
11791,1318763
13782,1318342
10879,1317963
18722,1315679
1817,1314062
14223,1313503
20024,1312883
10642,1312290
19975,1312095
17489,1311219
21164,1310262
2003,1310061
24157,1310022
23130,1309905
15542,1309497
15609,1309382
22187,1309102
19677,1307473
11514,1306770
10545,1306565
14121,1305420
17102,1305417
20370,1304368
1826,1303795
6306,1302595
21413,1302251
19396,1301601
10217,1301567
19324,1301139
21124,1300052
11372,1299544
18331,1299468
16430,1298768
5857,1298357
17111,1298023
16444,1297358
8128,1293757
17268,1293582
6834,1293507
23730,1293381
14963,1292109
22082,1291902
22509,1291425
16613,1290422
6947,1289637
12034,1288770
1421,1286991
18789,1285490
13386,1285430
15379,1285267
22657,1284956
20396,1284850
4550,1284066
21007,1283884
11318,1283226
12103,1283191
11619,1282735
22503,1282132
9502,1281352
23724,1281325
9366,1281302
15438,1281160
9589,1280836
5422,1279984
3238,1279697
14490,1278607
16991,1278446
20681,1277918
11275,1277022
18031,1276475
6823,1275702
23420,1275413
22890,1272678
21103,1272065
13153,1269497
18147,1269385
1799,1268661
21858,1268530
20235,1266572
6452,1266371
14887,1265619
21630,1265086
19434,1264939
1855,1262122
14913,1260741
6082,1260624
3404,1260458
20575,1259537
19932,1259232
23219,1257731
23842,1257216
17052,1256265
20705,1255433
22353,1255046
6709,1254477
5361,1253698
23349,1252637
20505,1252385
8324,1251610
14038,1248839
2327,1248743
7454,1248289
23155,1248081
11062,1248046
15762,1247769
21914,1247611
19106,1247455
5971,1247141
13608,1245202
10074,1244585
18112,1244491
15626,1244364
1863,1243588
13313,1243561
10769,1242897
15615,1242209
21349,1240368
17546,1240253
15284,1236919
23588,1236616
12709,1236542
10592,1235831
11375,1235735
17615,1235209
4064,1234663
8187,1231303
22672,1229267
2576,1228794
3636,1227871
12100,1226424
5851,1226385
23654,1226266
20838,1225671
20181,1224876
24205,1223555
7596,1223036
11813,1222833
9748,1221573
24497,1220504
17798,1219300
15045,1217915
22262,1217381
21580,1217103
19926,1217097
13544,1217068
7994,1215357
4373,1215252
18887,1215097
4699,1214346
6321,1209019
15236,1208824
22762,1208374
16671,1208352
12519,1206784
14644,1206549
15592,1206013
19529,1205536
1841,1205120
14201,1204650
20915,1203665
16214,1201641
6696,1201100
17124,1200368
16038,1199336
11429,1199031
12696,1198771
9002,1197196
6883,1196741
22998,1194361
17860,1192899
20203,1192318
22570,1191116
8905,1187548
5464,1187296
21333,1186203
9356,1185760
19036,1185475
19771,1184390
17771,1183844
11261,1181888
15003,1181641
2559,1181266
6908,1180458
18743,1180402
18447,1180253
5901,1179663
4339,1178780
9189,1178190
23078,1177895
20558,1177615
21918,1177530
15865,1177356
25578,1176267
15665,1176120
20157,1175515
10982,1175495
22004,1175240
9468,1172470
2467,1171075
23478,1169660
13653,1169380
10303,1167636
25428,1163404
19922,1163355
14470,1162669
18369,1161046
14008,1160580
23007,1159696
21331,1158854
18695,1155712
17859,1155032
15459,1153053
10443,1152583
5771,1152394
16411,1149967
4672,1149143
18539,1147553
23190,1147147
15418,1146467
13492,1146105
9578,1144587
11389,1143869
16571,1142235
8295,1141783
8327,1140963
17470,1140409
14407,1139769
22106,1139728
13840,1136744
16775,1135256
23391,1133902
13675,1132536
22150,1132305
4462,1132172
13795,1130907
23544,1130666
25640,1129018
20115,1127647
17697,1127610
16541,1126396
21380,1126362
14312,1126157
17974,1125659
18421,1123710
19685,1123088
20464,1123027
12069,1122715
15456,1120823
20451,1120438
13959,1119786
14366,1113011
21436,1112579
5431,1111881
16379,1109812
8733,1108363
16557,1108268
25563,1108072
23672,1105128
24855,1104814
3542,1103925
19257,1103347
17465,1102164
20257,1099001
22080,1098704
16090,1096303
2617,1096098
22578,1094478
25452,1091331
8956,1091292
22739,1090807
17891,1088412
20294,1088356
23215,1087008
22137,1086471
22948,1085435
4723,1084902
2596,1084662
15455,1082519
12226,1082505
20385,1082228
18211,1080981
17776,1076166
13467,1076044
5172,1075909
13244,1075020
7127,1074566
9210,1073562
5725,1073215
12271,1070844
18245,1069549
23109,1068904
17038,1068613
2931,1063877
22128,1062991
4659,1061114
13142,1060565
20932,1059335
19631,1058724
23030,1058660
22183,1058375
19708,1057973
5284,1057131
21341,1056394
22442,1056300
3124,1056059
